make,type,transmission,fuel,fuel_comb,emissions,engine(l),cylinder
nissan,mid_size,manual,x,7.8,179,1.8,4
bmw,compact,automatic_shift,z,8.2,197,2,4
infiniti,compact,automated_manual,z,8.5,200,2,4
honda,mid_size,automatic_shift,x,9.5,223,3.5,6
mini,mid_size,automatic_shift,z,9.1,213,2,4
mini,mid_size,manual,z,9.7,227,2,4
dodge,suv,automatic,x,12.4,285,3.6,6
mini,compact,automatic,z,7.8,179,1.6,4
lexus,compact,automatic_shift,z,10.6,244,3.5,6
bmw,two_seater,automated_manual,z,12.1,282,3,6
buick,mid_size,automatic_shift,x,10.7,251,3.6,6
chevrolet,compact,manual,z,12.7,297,6.2,8
chevrolet,suv,automatic,e,17,272,3.6,6
audi,mid_size,automated_manual,z,12.8,298,4,8
honda,suv,manual,x,8.3,193,1.8,4
gmc,pickup,automatic,x,11.7,275,2.7,4
subaru,suv,continuously_variable,x,8,191,2,4
mercedes_benz,compact,automatic_shift,z,9.3,221,2,4
mini,compact,manual,z,8.8,210,2,4
dodge,van_wagon,automatic,x,11.8,271,3.6,6
chevrolet,compact,automatic,d,6.4,172,1.6,4
audi,mid_size,automatic_shift,d,8.1,217,3,6
honda,suv,automatic,x,11.3,266,3.5,6
chevrolet,pickup,automatic,x,11.7,273,3.6,6
hyundai,mid_size,automated_manual,x,5.6,135,2,4
nissan,pickup,automatic,x,12.3,283,2.5,4
mini,mid_size,manual,z,9.1,214,1.5,3
ford,van_wagon,automatic_shift,e,19.7,315,3.7,6
chevrolet,compact,manual,x,7.5,173,1.4,4
bmw,compact,automatic_shift,z,10,233,3,6
bmw,compact,automatic_shift,z,12.8,294,4.4,8
hyundai,suv,automatic_shift,x,10.1,237,2.4,4
volkswagen,compact,manual,x,8.2,192,1.8,4
gmc,suv,automatic,x,10.1,232,2,4
jeep,suv,automatic,x,10,233,2.4,4
ford,compact,automatic_shift,x,9.3,219,2.3,4
buick,compact,automatic_shift,z,9.9,228,2,4
chevrolet,compact,automatic_shift,x,7.5,176,1.4,4
hyundai,suv,automatic_shift,x,10.7,253,2.4,4
mercedes_benz,compact,automated_manual,z,8.4,195,2,4
ford,compact,automatic_shift,x,7.6,175,1.6,4
bmw,compact,manual,z,11.9,280,3,6
jaguar,two_seater,manual,z,12.9,302,3,6
bmw,compact,manual,z,10.9,255,3,6
cadillac,mid_size,automatic_shift,z,11.5,268,3,6
ford,pickup,automatic,x,12.4,285,3.5,6
jaguar,full_size,automatic_shift,z,13.3,306,5,8
mazda,suv,automatic_shift,x,9,208,2.5,4
hyundai,suv,automatic_shift,x,10.5,250,3.8,6
volkswagen,compact,automated_manual,x,8.5,199,2,4
ford,full_size,continuously_variable,x,5.9,138,2,4
honda,van_wagon,continuously_variable,x,8.2,194,1.8,4
infiniti,mid_size,automatic_shift,z,9.1,214,2,4
dodge,suv,automatic,x,14,328,5.7,8
hyundai,full_size,automatic_shift,x,8.4,198,2,4
subaru,compact,automatic_shift,z,8.6,200,2,4
mini,compact,manual,z,8,184,1.6,4
hyundai,full_size,automated_manual,x,8.5,205,1.6,4
kia,compact,automatic_shift,x,8.6,203,2,4
mercedes_benz,van_wagon,automatic_shift,z,8,184,2,4
lexus,suv,automatic_shift,z,13.9,320,4.6,8
jeep,suv,manual,x,9.8,230,2.4,4
toyota,mid_size,automatic_shift,x,8.2,189,2.5,4
toyota,compact,manual,z,9.7,232,2,4
mazda,mid_size,automatic_shift,x,7.5,174,2,4
gmc,pickup,automatic,x,14.7,344,5.3,8
porsche,suv,automatic,z,15.2,358,4.8,8
dodge,full_size,automatic,x,11,258,3.6,6
volkswagen,compact,manual,x,8.8,207,2,4
mercedes_benz,suv,automatic_shift,d,12,324,3,6
lexus,suv,automatic_shift,z,14.6,341,4.6,8
porsche,compact,manual,z,10.5,246,3,6
kia,van_wagon,automatic_shift,x,8.8,202,2,4
honda,mid_size,continuously_variable,x,6.7,157,1.5,4
jeep,suv,manual,x,9.3,219,2.4,4
bmw,compact,automatic_shift,z,9.6,221,3,6
hyundai,mid_size,manual,x,8.5,196,2,4
dodge,mid_size,automatic,z,12.9,302,6.4,8
honda,compact,continuously_variable,x,7.2,166,1.8,4
cadillac,suv,automatic_shift,z,8.9,209,2,4
dodge,mid_size,manual,z,13.1,307,5.7,8
ford,suv,automatic_shift,x,14.3,334,3.5,6
ford,pickup,automatic_shift,x,11.7,275,2.7,6
honda,van_wagon,continuously_variable,x,7.8,181,1.8,4
mini,compact,manual,z,8.8,200,1.6,4
gmc,pickup,automatic,x,11.3,263,2.5,4
jeep,suv,automatic,x,9.5,222,2.4,4
audi,full_size,automatic_shift,d,8.2,224,3,6
audi,compact,manual,z,9.1,214,2,4
ford,pickup,automatic_shift,x,12.6,296,3.5,6
hyundai,suv,automatic_shift,x,9,213,2,4
bmw,compact,automated_manual,z,12.1,283,3,6
toyota,mid_size,continuously_variable,x,6.8,159,1.8,4
honda,van_wagon,manual,x,7.4,174,1.5,4
dodge,suv,automatic,x,12.1,284,3.6,6
cadillac,full_size,automatic_shift,z,11.2,267,3,6
honda,mid_size,continuously_variable,x,8,184,2.4,4
ford,compact,manual,x,6.6,152,1,3
porsche,compact,automated_manual,z,11.9,278,3.8,6
mini,compact,automatic_shift,z,8.1,186,1.6,4
jaguar,suv,automatic_shift,z,9.9,232,2,4
porsche,compact,manual,z,11.6,272,3.8,6
bmw,compact,automated_manual,z,14.7,338,4.4,8
volkswagen,compact,manual,d,6.5,178,2,4
audi,compact,automated_manual,x,8.7,204,1.8,4
ford,mid_size,automatic_shift,x,8.5,196,1.5,4
ford,pickup,automatic_shift,x,12.5,288,3.5,6
audi,suv,automatic_shift,z,11.4,267,3,6
mazda,suv,automatic_shift,x,12.6,290,3.7,6
bmw,compact,automatic_shift,z,12.4,292,4.4,8
gmc,suv,automatic,x,8.6,201,1.5,4
ford,pickup,automatic_shift,x,11.7,276,3.5,6
buick,mid_size,automatic_shift,e,15.6,250,3.6,6
jeep,suv,automatic,x,9.3,222,2.4,4
gmc,suv,automatic,e,17.9,298,5.3,8
subaru,suv,manual,x,9.1,214,2,4
infiniti,compact,automated_manual,z,9.4,221,2,4
chevrolet,suv,automatic,x,13.8,317,5.3,8
mini,compact,automatic_shift,z,8.7,200,1.6,4
toyota,pickup,automatic_shift,x,15.4,360,5.7,8
ford,mid_size,automatic_shift,x,8.7,203,1.5,4
infiniti,van_wagon,automatic_shift,z,11.9,279,3.7,6
chevrolet,pickup,automatic,d,10,270,2.8,4
chevrolet,mid_size,automatic,d,6.6,178,1.6,4
jeep,suv,automatic,x,10,235,2.4,4
volkswagen,full_size,automatic_shift,z,10.4,244,2,4
toyota,pickup,automatic_shift,x,11.2,263,2.7,4
jeep,suv,automatic,x,9.5,218,2.4,4
bmw,compact,manual,z,10.3,237,3,6
porsche,compact,automated_manual,z,10.4,245,3.8,6
audi,compact,automatic_shift,z,10.3,240,2,4
audi,suv,automatic_shift,z,8.9,209,2,4
lexus,mid_size,automatic_shift,z,10.2,240,3.4,6
ford,suv,automatic_shift,e,13.3,219,2.5,4
porsche,compact,automated_manual,z,10.4,244,3.8,6
jaguar,full_size,automatic_shift,z,13.3,313,5,8
ford,pickup,automatic_shift,e,16.5,264,3.7,6
ford,full_size,automatic_shift,e,15,249,3.5,6
porsche,two_seater,manual,z,9.9,228,2.7,6
bmw,mid_size,automatic_shift,z,9.1,213,2,4
ford,pickup,automatic_shift,d,10.7,287,3,6
toyota,mid_size,manual,x,7.9,185,1.8,4
jaguar,compact,automatic_shift,z,8.5,200,2,4
hyundai,compact,automatic_shift,x,8.2,193,2,4
jaguar,two_seater,manual,z,12.6,296,3,6
dodge,full_size,automatic,x,12.3,283,5.7,8
jeep,suv,manual,x,9.1,209,2,4
chevrolet,suv,automatic,x,10,235,2.4,4
infiniti,mid_size,automatic_shift,z,10.8,253,3,6
porsche,full_size,automated_manual,z,12.9,297,4.8,8
chevrolet,suv,automatic,x,13.3,312,5.3,8
kia,full_size,manual,x,9.8,225,1.6,4
mazda,two_seater,manual,z,9.7,221,2,4
mercedes_benz,suv,automatic_shift,z,15.6,365,4.7,8
audi,compact,manual,z,8.7,204,2,4
volkswagen,suv,automatic_shift,x,9.5,221,2,4
porsche,two_seater,automated_manual,z,9.8,225,3.4,6
chevrolet,suv,automatic_shift,x,11,258,3.6,6
ford,pickup,automatic_shift,x,11.7,276,2.7,6
buick,suv,automatic_shift,x,8.3,196,1.4,4
bmw,suv,automatic_shift,z,9.2,215,2,4
cadillac,mid_size,automatic_shift,x,10,234,3.6,6
nissan,van_wagon,continuously_variable,x,8.4,197,2,4
audi,two_seater,automated_manual,z,14.5,338,5.2,10
gmc,pickup,automatic,d,10.4,279,2.8,4
subaru,compact,manual,z,9.7,228,2,4
audi,suv,automatic_shift,z,10.4,239,2,4
mercedes_benz,van_wagon,automated_manual,z,9.6,225,2,4
bmw,compact,automatic_shift,z,10.4,248,3,6
nissan,suv,continuously_variable,x,10.7,246,3.5,6
hyundai,mid_size,manual,x,9.4,221,1.6,4
mini,compact,automatic_shift,z,9,212,1.6,4
gmc,suv,automatic,z,14.3,334,6.2,8
porsche,two_seater,manual,z,9.8,229,2,4
audi,two_seater,automated_manual,z,14.1,330,5.2,10
ford,mid_size,automatic_shift,x,8.4,193,1.5,4
chevrolet,pickup,automatic,x,10.5,242,2.5,4
toyota,mid_size,manual,x,7.5,174,1.8,4
mercedes_benz,compact,automatic_shift,z,9.2,212,2,4
hyundai,mid_size,automated_manual,x,5.6,132,2,4
lexus,mid_size,automatic_shift,z,12.3,283,4.6,8
audi,full_size,automatic_shift,z,14.6,344,6.3,12
honda,full_size,continuously_variable,x,6.9,162,1.5,4
mini,compact,manual,z,7.5,175,1.5,3
bmw,full_size,automatic,z,15.5,356,6,12
ford,suv,automatic_shift,e,17.5,288,3.5,6
dodge,full_size,automatic,x,10.3,242,3.6,6
toyota,pickup,automatic_shift,x,16.3,383,5.7,8
ford,pickup,automatic_shift,x,13.8,324,5,8
ford,full_size,automatic_shift,x,9.1,209,2,4
audi,full_size,automatic_shift,z,10.5,247,3,6
ford,pickup,automatic_shift,x,12.7,308,5,8
gmc,suv,automatic,e,19.1,317,5.3,8
chevrolet,suv,automatic,x,10.6,250,3.6,6
toyota,pickup,manual,x,14,322,4,6
chevrolet,suv,automatic,x,13,305,5.3,8
mini,compact,automatic_shift,z,8.2,189,2,4
mercedes_benz,full_size,automatic,z,12.2,286,4,8
toyota,suv,automatic_shift,x,10.4,251,3.5,6
audi,compact,automated_manual,z,9.3,220,2,4
toyota,suv,automatic_shift,x,10.4,244,2.7,4
ford,compact,manual,x,8,184,1.6,4
mercedes_benz,suv,automatic,d,9.2,246,3,6
ford,suv,automatic_shift,x,12.8,294,3.5,6
subaru,mid_size,continuously_variable,x,7.4,174,2,4
gmc,suv,automatic,e,17,272,3.6,6
chevrolet,pickup,automatic,x,11.3,263,2.5,4
chevrolet,compact,manual,x,6.9,159,1.2,4
chevrolet,mid_size,manual,x,7.1,163,1.4,4
ford,suv,automatic_shift,x,10.2,239,2,4
mercedes_benz,compact,automatic,z,11.7,274,4,8
hyundai,full_size,automated_manual,x,4.1,96,1.6,4
chevrolet,full_size,automatic_shift,x,9.7,221,2.5,4
bmw,compact,automatic_shift,z,9.1,209,2,4
cadillac,compact,manual,z,10.3,237,2,4
porsche,compact,automated_manual,z,11.4,267,3.8,6
volkswagen,compact,automatic_shift,x,8,186,1.8,4
subaru,compact,manual,x,8.4,193,2,4
mercedes_benz,two_seater,automatic_shift,z,14.5,340,6,12
chevrolet,suv,automatic,e,17.9,298,5.3,8
toyota,mid_size,continuously_variable,x,5.7,131,2.5,4
nissan,two_seater,automatic_shift,z,11.5,270,3.7,6
ford,pickup,automatic_shift,x,13.1,308,5,8
bmw,compact,automatic_shift,z,10,230,3,6
jaguar,suv,automatic_shift,z,10.1,236,2,4
subaru,mid_size,manual,x,9.4,216,2.5,4
ford,pickup,automatic_shift,x,11.2,263,2.7,6
lexus,suv,continuously_variable,z,7.8,185,3.5,6
porsche,suv,automated_manual,z,11.7,272,3,6
ford,suv,automatic_shift,x,11.2,265,2.3,4
mini,compact,manual,z,8.7,200,1.6,4
honda,mid_size,automatic,x,9.1,209,3.5,6
ford,full_size,automatic_shift,x,11.1,260,3.5,6
chevrolet,pickup,automatic,x,12.2,288,3.6,6
chevrolet,mid_size,manual,x,8,184,1.4,4
dodge,full_size,automatic,e,15,248,3.6,6
gmc,pickup,automatic,e,16.5,284,5.3,8
infiniti,mid_size,automatic_shift,z,10.8,256,3,6
ford,van_wagon,automatic_shift,x,14.7,346,3.5,6
subaru,compact,automatic_shift,z,8.2,193,2,4
bmw,compact,automatic_shift,z,11.7,273,4.4,8
subaru,mid_size,continuously_variable,x,7.4,174,2,4
gmc,suv,automatic,x,9.1,209,2.4,4
porsche,two_seater,manual,z,9.8,229,2,4
nissan,suv,continuously_variable,x,10.2,240,3.5,6
ford,pickup,automatic_shift,x,13.3,319,5,8
honda,van_wagon,continuously_variable,x,7,166,1.5,4
jeep,suv,automatic,x,10.3,241,3.2,6
nissan,mid_size,continuously_variable,x,7.6,175,2.5,4
audi,mid_size,automated_manual,z,8.7,203,2,4
audi,compact,automatic_shift,z,10.5,245,3,6
jeep,suv,automatic,x,10,233,2,4
ford,suv,automatic_shift,x,8.4,196,1,3
dodge,full_size,automatic,e,13.9,222,3.6,6
buick,compact,automatic_shift,x,9.6,224,2.4,4
ford,mid_size,automatic,x,9.6,224,2.5,4
hyundai,suv,automatic_shift,x,10,235,2.4,4
audi,compact,automated_manual,x,8.9,208,2,4
mazda,mid_size,manual,x,8.4,198,2.5,4
ford,van_wagon,automatic_shift,x,14.7,342,3.5,6
chevrolet,suv,automatic,x,13.8,317,5.3,8
dodge,mid_size,manual,z,13.9,326,6.4,8
subaru,van_wagon,continuously_variable,x,7.5,176,2,4
toyota,van_wagon,continuously_variable,x,5.6,131,1.8,4
lexus,suv,automatic_shift,z,9.9,232,2,4
chevrolet,mid_size,automatic,z,9.1,212,2,4
jaguar,full_size,automatic_shift,z,13.3,306,5,8
honda,van_wagon,manual,x,7.4,174,1.5,4
mercedes_benz,compact,automatic,z,11.2,269,4,8
mercedes_benz,van_wagon,automatic_shift,z,8,184,2,4
audi,suv,automatic_shift,z,10.8,258,2,4
ford,pickup,automatic_shift,e,14.9,247,3.3,6
toyota,suv,automatic_shift,x,7.8,184,2.5,4
audi,mid_size,automatic_shift,z,10.9,251,3,6
volkswagen,compact,manual,x,9.6,221,2.5,5
mini,two_seater,manual,z,7.3,168,1.6,4
bmw,mid_size,automatic_shift,z,12.3,283,4.4,8
jeep,suv,automatic,x,10,232,2.4,4
bmw,suv,automatic_shift,z,9.2,215,2,4
lexus,mid_size,automatic_shift,z,10.8,253,3.5,6
jaguar,two_seater,automatic_shift,z,12.8,294,5,8
subaru,compact,manual,z,9.9,231,2,4
ford,suv,automatic_shift,x,9.9,232,1.5,4
mini,mid_size,automatic_shift,z,8.2,197,1.5,3
toyota,mid_size,automatic_shift,x,7.4,175,2.5,4
volkswagen,compact,manual,x,7,163,1.4,4
bmw,compact,automatic_shift,z,8.4,193,2,4
kia,full_size,automatic_shift,x,13.4,318,5,8
subaru,suv,continuously_variable,x,8.5,198,2.5,4
chevrolet,compact,automatic_shift,x,8.3,191,1.4,4
chevrolet,suv,manual,x,8,186,1.4,4
mercedes_benz,compact,automatic,z,10.9,245,3,6
bmw,compact,automatic_shift,z,8.4,193,2,4
toyota,compact,manual,x,7.2,169,1.5,4
kia,mid_size,automated_manual,x,6.4,150,2.4,4
honda,full_size,manual,z,7.2,167,1.5,4
porsche,two_seater,automated_manual,z,9.2,212,2.7,6
jaguar,full_size,automatic_shift,z,11.7,280,3,6
jaguar,two_seater,automatic_shift,z,10.5,246,3,6
buick,suv,automatic,x,10,234,2.5,4
buick,mid_size,automatic_shift,x,8.2,193,2.4,4
jaguar,two_seater,automatic_shift,z,10.8,253,3,6
chevrolet,van_wagon,automatic,x,19,445,6,8
bmw,compact,manual,z,10.4,247,3,6
volvo,van_wagon,automatic_shift,x,10.1,233,2.5,5
chevrolet,suv,automatic_shift,x,8.2,196,1.4,4
lexus,suv,automatic_shift,z,9.9,232,2,4
toyota,suv,automatic_shift,x,11.3,260,3.5,6
gmc,suv,automatic,e,19.1,317,5.3,8
mini,compact,manual,z,8.9,210,2,4
volvo,compact,automatic_shift,x,9.3,219,2,4
mercedes_benz,suv,automatic_shift,d,12,324,3,6
kia,compact,automated_manual,x,8.6,204,1.6,4
mazda,two_seater,automatic_shift,z,7.8,183,2,4
honda,compact,manual,x,7.7,177,1.8,4
toyota,suv,automatic_shift,x,13.2,308,4,6
bmw,full_size,automatic_shift,z,10.2,238,3,6
cadillac,compact,automatic_shift,x,9.7,233,3.6,6
mercedes_benz,compact,automatic,z,10.7,235,3,6
ford,suv,automatic_shift,x,14.4,338,3.5,6
chevrolet,van_wagon,automatic,x,18.8,432,6,8
bmw,compact,automatic_shift,z,9.7,231,3,6
gmc,van_wagon,automatic,x,18,414,4.8,8
bmw,compact,automatic_shift,z,12.2,288,4.4,8
porsche,compact,manual,z,10.3,241,3,6
ford,compact,automatic_shift,x,9.9,228,2.3,4
jeep,suv,continuously_variable,x,11.1,259,2.4,4
mazda,suv,automatic_shift,x,8.1,189,2,4
kia,van_wagon,automatic,x,8.8,202,2,4
ford,compact,automated_manual,x,7.6,178,1.6,4
gmc,pickup,automatic,x,13,304,5.3,8
nissan,pickup,manual,x,13.5,317,4,6
honda,mid_size,continuously_variable,x,7,163,2,4
bmw,compact,automated_manual,z,11.9,280,3,6
nissan,compact,manual,x,7.7,177,1.6,4
kia,mid_size,automatic_shift,x,7.6,179,1.8,4
nissan,suv,continuously_variable,x,8.7,204,2.5,4
chevrolet,suv,automatic,x,13.3,312,5.3,8
toyota,mid_size,continuously_variable,x,4.9,113,2.5,4
volkswagen,mid_size,manual,x,8.6,198,1.8,4
chevrolet,pickup,automatic,x,11.7,274,3.6,6
mercedes_benz,compact,automatic_shift,z,15.5,365,6,12
bmw,compact,automatic_shift,z,9.4,219,2,4
jeep,suv,automatic,e,12.9,206,2.4,4
chevrolet,pickup,automatic,x,13.5,316,4.3,6
honda,van_wagon,continuously_variable,x,7.8,181,1.8,4
audi,compact,automated_manual,z,11.4,266,3,6
bmw,compact,automatic_shift,z,9.7,228,3,6
infiniti,compact,automatic_shift,z,10.7,246,3.7,6
kia,van_wagon,automated_manual,x,4.8,114,1.6,4
mazda,suv,manual,x,8,188,2,4
cadillac,van_wagon,automatic_shift,x,11,253,3,6
bmw,suv,automatic_shift,z,10.1,235,3,6
audi,mid_size,automatic_shift,z,10.7,249,4,8
dodge,full_size,automatic,x,11.2,258,3.6,6
bmw,suv,automatic_shift,z,13.7,320,4.4,8
dodge,mid_size,automatic,e,14.4,230,3.6,6
porsche,compact,automated_manual,z,11.9,278,3.8,6
kia,van_wagon,automated_manual,x,5.4,129,1.6,4
mercedes_benz,two_seater,automatic,z,8.5,200,2,4
ford,pickup,automatic_shift,x,13.8,324,3.5,6
mini,compact,automated_manual,z,8.1,191,2,4
mercedes_benz,compact,automatic,z,10.4,248,3,6
dodge,suv,automatic,e,16.2,270,3.6,6
chevrolet,compact,automatic_shift,z,9.3,218,2,4
lexus,compact,automatic_shift,z,12.5,293,5,8
jeep,suv,automatic,x,10,230,2.4,4
lexus,compact,automatic_shift,z,11.1,258,3.5,6
chevrolet,mid_size,manual,x,7.5,175,1.4,4
nissan,mid_size,continuously_variable,x,7.8,183,2.5,4
porsche,full_size,automated_manual,z,11.9,279,4,8
cadillac,full_size,automatic_shift,x,11.3,263,3.6,6
audi,compact,automated_manual,z,8.6,198,2,4
nissan,van_wagon,continuously_variable,x,8.4,198,2,4
volkswagen,compact,automatic_shift,x,8.4,196,1.8,4
porsche,two_seater,automated_manual,z,14,324,4,6
bmw,compact,manual,z,11.7,273,3,6
kia,compact,manual,x,8.8,206,2,4
audi,compact,automated_manual,z,8.7,204,2,4
chevrolet,van_wagon,automatic,x,18,414,4.8,8
honda,compact,continuously_variable,x,5.2,120,1.5,4
gmc,suv,automatic,x,9,210,1.5,4
toyota,mid_size,continuously_variable,x,6.8,156,1.8,4
dodge,full_size,automatic,x,12.9,302,5.7,8
chevrolet,suv,automatic,x,13,304,5.3,8
audi,mid_size,automatic_shift,z,10,238,3,6
honda,van_wagon,automatic,x,10.8,251,3.5,6
bmw,compact,manual,z,13.7,315,4.4,8
jaguar,suv,automatic_shift,d,8.1,218,2,4
cadillac,compact,automatic_shift,x,10,234,3.6,6
volvo,van_wagon,automatic_shift,z,9.3,221,2,4
mini,compact,automatic_shift,z,8.3,194,2,4
porsche,compact,automated_manual,z,9.4,221,3,6
hyundai,mid_size,manual,x,8.5,198,2,4
jeep,suv,automatic,x,10.9,256,3.2,6
mercedes_benz,two_seater,automated_manual,z,14,327,4,8
toyota,suv,automatic_shift,x,10.5,242,2.7,4
buick,suv,automatic_shift,x,8.3,194,1.4,4
honda,two_seater,continuously_variable,x,6.3,145,1.5,4
subaru,mid_size,manual,x,8.9,209,2,4
toyota,suv,automatic_shift,x,9.6,221,2.5,4
audi,mid_size,automated_manual,z,9.6,224,3,6
ford,suv,automatic_shift,x,9.5,218,2.5,4
mini,compact,manual,z,9.2,212,2,4
buick,suv,automatic_shift,x,8.8,210,1.4,4
subaru,suv,continuously_variable,x,8.6,198,2.5,4
kia,full_size,continuously_variable,x,7.1,169,2,4
volvo,van_wagon,automatic_shift,x,11.2,259,3,6
ford,pickup,automatic,x,12.3,283,3.7,6
mazda,suv,manual,x,8,184,2,4
subaru,suv,manual,x,9.4,220,2,4
bmw,suv,automatic_shift,z,9.1,209,2,4
bmw,compact,automatic,z,8.4,193,2,4
dodge,mid_size,automatic,x,11,258,3.6,6
mercedes_benz,suv,automated_manual,z,9,209,2,4
hyundai,suv,automatic_shift,x,10.4,237,2.4,4
subaru,van_wagon,manual,x,9,211,2,4
porsche,two_seater,automated_manual,z,9,217,2.7,6
infiniti,mid_size,automatic_shift,z,12.8,301,5.6,8
infiniti,suv,continuously_variable,z,10.9,257,3.5,6
jeep,suv,automatic,x,10.3,241,3.2,6
dodge,van_wagon,automatic,e,16.4,269,3.6,6
jeep,suv,automatic,x,9.5,222,2.4,4
mazda,suv,automatic_shift,x,9.3,217,2.5,4
hyundai,suv,manual,x,10,232,2,4
mercedes_benz,van_wagon,automatic_shift,z,10.8,253,3,6
porsche,suv,automatic,z,14.2,327,4.8,8
mazda,two_seater,manual,z,8.1,190,2,4
mercedes_benz,suv,automatic,d,9.4,253,3,6
toyota,suv,automatic_shift,x,11.5,264,3.5,6
chevrolet,suv,automatic_shift,x,8.3,194,1.4,4
subaru,suv,continuously_variable,x,8.2,192,2.5,4
jaguar,mid_size,automatic_shift,z,12.2,281,3,6
cadillac,full_size,automatic_shift,z,12.8,302,3.6,6
nissan,compact,manual,x,7.6,177,1.6,4
porsche,compact,automated_manual,z,11.9,278,3.8,6
bmw,van_wagon,automatic_shift,z,8.9,209,2,4
bmw,compact,manual,z,9.8,225,3,6
porsche,compact,automated_manual,z,10.1,236,3.4,6
mini,compact,manual,z,8.7,203,2,4
porsche,compact,automated_manual,z,11,259,3.8,6
chevrolet,compact,manual,x,11.7,274,3.6,6
bmw,two_seater,automated_manual,z,12.1,282,3,6
buick,mid_size,manual,z,9.8,225,2,4
hyundai,mid_size,automated_manual,x,8.1,192,1.6,4
mercedes_benz,mid_size,automatic_shift,z,12.2,281,4.7,8
chevrolet,pickup,automatic,d,10.5,283,2.8,4
chevrolet,compact,manual,x,7.1,166,1.4,4
mercedes_benz,compact,automatic,z,11.7,274,4,8
toyota,van_wagon,automatic_shift,x,12.4,285,3.5,6
cadillac,suv,automatic_shift,x,11.8,277,3.6,6
infiniti,compact,automatic_shift,z,8.2,193,3.5,6
mercedes_benz,compact,automatic_shift,z,11.4,262,4.7,8
chevrolet,suv,automatic,d,7.4,199,1.6,4
buick,mid_size,automatic_shift,x,9.3,224,3.6,6
jeep,suv,automatic,x,10.6,249,3.2,6
mini,compact,automatic_shift,z,7.9,184,1.5,3
ford,two_seater,automated_manual,z,17.1,403,3.5,6
honda,van_wagon,manual,x,8.4,195,1.8,4
ford,pickup,automatic_shift,x,12.2,286,5,8
porsche,two_seater,automated_manual,z,14,329,3.8,6
toyota,mid_size,automatic,x,7.6,179,1.8,4
mercedes_benz,compact,automatic,z,11.7,282,4,8
porsche,compact,manual,z,11.4,267,3.8,6
mazda,mid_size,automatic_shift,x,7.8,181,2.5,4
volvo,suv,automatic_shift,z,10.6,249,2,4
honda,compact,continuously_variable,x,6.8,158,1.5,4
gmc,suv,automatic,z,16.4,377,6.2,8
mazda,compact,automatic_shift,x,7.4,170,2.5,4
audi,compact,automated_manual,z,11.2,262,3,6
nissan,suv,continuously_variable,x,8.2,192,2.5,4
buick,suv,automatic,x,12.2,283,3.6,6
chevrolet,compact,continuously_variable,x,6.7,157,1.4,4
audi,full_size,automatic_shift,z,12.4,290,4,8
mini,compact,manual,z,7.5,175,1.5,3
mercedes_benz,suv,automatic_shift,z,15.8,363,5.5,8
hyundai,mid_size,manual,x,8.5,196,2,4
volkswagen,compact,manual,x,8,187,1.8,4
porsche,compact,manual,z,10.4,242,3,6
toyota,suv,continuously_variable,x,6.7,156,2.5,4
audi,suv,automatic_shift,x,10.6,248,2,4
cadillac,suv,automatic_shift,x,12.7,294,3.6,6
dodge,full_size,automatic,e,16.1,268,3.6,6
chevrolet,suv,automatic,d,7.4,198,1.6,4
chevrolet,compact,manual,d,6.2,169,1.6,4
bmw,compact,manual,z,8.5,202,2,4
lexus,compact,continuously_variable,x,6,140,2,4
