Course Name,category,sub Category,AVG Rating,number ratings,enrollment,last UPDATED,,lectures,duration,COST,COST2,discount,inst rating,inst review,inst student
Docker Crash Course for busy DevOps and Developers,development,Web Development,4.5,15635,63310,4/2018,,137,10h 20m,CAD$21.99,EUR26.8,83%,4.5,193164,454107
Introduction to Computer Networks for Non-Techies,it software,Other,3.8,2123,10137,10/2020,,196,43h 17m,CAD$139.99,,90%,4.2,11745,48207
"Successful Events: Event Planning, Marketing & Management",office productivity,Microsoft,4.5,2177,11602,5/2020,,152,12h 5m,CAD$29.99,,88%,4.5,2183,11620
Learn to Storyboard for Film or Animation,lifestyle,Pet Care & Training,4.4,1146,9564,10/2016,,41,2h 54m,CAD$104.99,,84%,4.4,11708,47220
Unity C# Scripting : Complete C# For Unity Game Development,development,Programming Languages,4.4,222,881,6/2018,,138,21h 24m,CAD$16.99,,88%,4.4,561,1607
PMI-ACP Practice Exams - PMBOK 6,design,Interior Design,4.1,630,4663,10/2020,,96,11h 19m,CAD$19.99,,84%,4.1,630,4663
Stock Trading & Investing for Beginners 4-in-1 Course Bundle,business,Industry,4.6,887,3095,5/2020,,65,10h 17m,CAD$21.99,,69%,4.6,1519,4279
SAP - Learn SAPUI5 Professional Development,development,Game Development,4.6,3125,46750,3/2020,,38,6h 15m,CAD$16.99,,88%,4.6,75247,751921
Mastering Wireshark 2,development,Web Development,4.4,758,3418,9/2020,,84,11h 9m,,EUR14.06,91%,4.4,8045,170600
The Ultimate Excel Programmer Course,development,Programming Languages,4.4,13268,100243,8/2020,,,12h 31m,CAD$17.99,EUR12.05,91%,4.4,14859,118994
Machine Learning Classification Bootcamp in Python,development,Software Engineering,4.6,278,1436,8/2020,,696,51h 33m,CAD$23.99,EUR18.09,89%,4.6,278,1436
Python for Finance: Investment Fundamentals & Data Analytics,business,Finance,4,433,4502,10/2020,,19,3h 39m,CAD$199.99,,91%,4.3,7136,88800
Advanced C Programming: Pointers,development,Web Development,4.5,2381,12274,6/2020,,322,20h 25m,,EUR13.39,51%,4.4,2752,13404
Business Coaching Certification FECBC Business Fundamentals,business,Finance,4.6,6273,38634,3/2018,,36,4h 54m,CAD$17.99,,56%,4.6,41632,113155
Master SQL For Data Science,business,Finance,4.7,1277,5415,10/2020,,142,12h 44m,CAD$16.99,,67%,4.6,8011,20252
Arduino Step by Step Getting Serious,it software,Other,4.2,721,4411,7/2020,,47,6h 36m,CAD$16.99,,30%,4.3,1394,11196
Learn PTC Creo 5.0 (Pro-e) - Basic to Advance Guide,marketing,Digital Marketing,4.4,1576,9710,11/2019,,91,2h 11m,CAD$16.99,,85%,4.7,51619,187187
The Complete Python Course | Learn Python by Doing,development,Programming Languages,4.5,242,4613,8/2020,,63,10h 25m,CAD$21.99,EUR14.73,92%,4.5,3230,36360
Become An Expert At Microsoft Dynamics 365 Online Deployment,it software,Operating Systems,4.2,530,2705,1/2020,,260,12h 1m,CAD$16.99,EUR11.38,32%,4.5,2943,15423
Modern React with Redux [2020 Update],development,Development Tools,4.2,2149,12182,5/2020,,72,5h 50m,CAD$21.99,EUR28.14,83%,4.1,6183,34200
Pianoforall - Incredible New Way To Learn Piano & Keyboard,personal development,Memory & Study Skills,4.7,2491,24777,9/2018,,241,11h 3m,CAD$49.99,EUR28.81,69%,4.6,13235,140950
Testing Spring Boot: Beginner to Guru,development,Game Development,4.2,133,1508,6/2020,,118,15h 5m,CAD$17.99,,37%,4.6,1029,5948
Essentials of Software-as-a-Service (SaaS) Business,business,Finance,4.6,2711,62988,8/2020,,111,5h 25m,CAD$17.99,,88%,4.5,132521,907559
The Ultimate Guide to Real World Applications with Unity,development,Web Development,4.8,785,10237,10/2020,,222,19h 7m,CAD$17.99,,88%,4.8,1014,13442
MTA 98-367 Security Fundamentals Class & Exam Prep Bundle,it software,IT Certification,4.6,1667,10518,5/2019,,122,6h 26m,,EUR12.05,89%,4.6,23126,153359
OSINT: Open-Source Intelligence,it software,Network & Security,4.3,408,2414,9/2018,,61,5h 30m,CAD$16.99,,92%,4.6,5196,37374
A Practical Introduction to the BACnet Protocol,it software,IT Certification,4.6,3235,20610,9/2020,,71,11h 21m,CAD$17.99,,89%,4.6,63201,251388
Siemens TIA Portal Step 7 WinCC PLC HMI (PLC-S),it software,IT Certification,4.7,1621,7741,9/2019,,69,18h 10m,,EUR11.38,89%,4.5,46162,130144
Artist Management for the Music Business,health fitness,Meditation,4.5,2948,15599,12/2017,,37,2h 49m,CAD$16.99,EUR21.44,91%,4.5,16417,115388
SOLIDWORKS: Become a Certified Professional Today (CSWP),marketing,Social Media Marketing,4.4,629,1299,10/2020,,67,2h 56m,CAD$19.99,EUR13.39,80%,4.2,822,1507
Deep Learning and NLP A-Zâ„¢: How to create a ChatBot,development,Development Tools,4.1,3101,16195,9/2020,,40,1h 58m,,EUR14.73,88%,4.2,6036,64499
Say Hello To SAP Integrated Business Planning IBP,it software,Other,4.6,1209,8135,9/2020,,107,10h 24m,CAD$16.99,,92%,4.5,17771,89711
Reactive Angular Course (with RxJs),development,Data Science,4.2,2638,20089,10/2020,,55,4h 25m,,EUR14.73,89%,4.2,2638,20089
Mastering Ansible,it software,Other,4.3,2767,9126,7/2020,,34,1h 35m,CAD$16.99,,77%,4.3,2767,9128
Algorithmic Problems in Python,development,Data Science,4.5,3059,23793,7/2020,,59,6h 12m,CAD$21.99,EUR44.89,91%,4.6,100829,404488
"Complete E-Commerce Course - Java,Spring,Hibernate and MySQL",development,Web Development,4.3,3505,36440,10/2020,,49,7h 11m,,EUR14.73,83%,4.4,112580,556334
SPSS For Research,business,Data & Analytics,4.4,3832,15842,10/2020,,38,8h 55m,CAD$19.99,,32%,4.4,3832,20904
TOTAL: CompTIA Security+ Cert. (SY0-501) Practice Tests.,it software,Network & Security,4.3,748,3164,10/2020,,72,5h 34m,CAD$16.99,,83%,4.2,1523,5478
Mastering QuickBooks Online,business,Data & Analytics,4.6,2163,12085,10/2020,,63,11h 8m,CAD$19.99,,90%,4.6,100829,404488
Amazon EC2 Master Class (with Auto Scaling & Load Balancer),it software,Hardware,4.5,691,3994,9/2018,,55,5h 48m,CAD$16.99,,58%,4.2,6030,43552
Learn Spring Boot - Rapid Spring Application Development,development,Programming Languages,4.6,60182,246205,10/2020,,418,58h 54m,CAD$23.99,EUR21.44,90%,4.5,214431,811374
Microsoft Access Complete Beginner to Advanced,lifestyle,Arts & Crafts,4.7,920,9126,5/2020,,26,6h 17m,CAD$17.99,,73%,4.7,17768,63356
Algorithmic Trading In Forex: Create Your First Forex Robot!,business,Management,4.4,381,2400,3/2017,,275,23h 38m,CAD$16.99,,86%,4.3,24761,133616
mastering data integration (ETL) with pentaho kettle PDI,development,Web Development,4.5,19141,85476,9/2020,,55,6h 54m,CAD$19.99,EUR13.39,69%,4.6,85259,267367
"Kids Coding - Introduction to HTML, CSS and JavaScript!",development,Web Development,4.5,1311,6682,8/2020,,217,6h 59m,CAD$27.99,,86%,4.2,15535,240521
Node JS: Advanced Concepts,development,Web Development,3.6,559,2117,4/2019,,41,4h 34m,CAD$20.99,,92%,3.7,939,3032
ServiceNow Certified System Administrator - Practice Test,it software,Network & Security,4.5,872,8107,9/2020,,131,12h 30m,CAD$23.99,,89%,4.7,165671,562326
The Real Estate Development Modeling Master Class,design,User Experience,4.2,650,2610,7/2019,,85,12h 47m,CAD$23.99,,90%,4.3,735,2858
Informatica Tutorial: Beginner to Expert Level,development,Software Engineering,4.4,5949,36487,3/2019,,151,6h 25m,CAD$21.99,EUR43.55,89%,4.4,57590,425283
Statistics for Business Analytics and Data Science A-Zâ„¢,development,Programming Languages,4.5,1952,9791,1/2020,,176,16h 9m,,EUR13.39,86%,4.3,8739,76368
Graphic Design Masterclass: Learn Graphic Design in Projects,design,Design Tools,4.4,1624,25445,10/2020,,90,6h 14m,CAD$16.99,,32%,4.5,245360,2011744
"PMI RMP Exam Preparation Course, 30 Contact Hours for PMI",design,3D & Animation,4.4,804,7740,10/2020,,154,23h 31m,CAD$17.99,,87%,4.3,9255,86452
Accounting: From Beginner to Advanced!,personal development,Religion & Spirituality,4.7,1646,7602,5/2020,,78,7h 22m,CAD$17.99,,84%,4.7,14176,43419
Wordpress Complete Web Design :Latest Wordpress Design Techs,development,Mobile Apps,4.5,13661,65113,11/2018,,249,21h 51m,,EUR25.45,87%,4.5,398275,1800455
Self Confidence & Assertiveness Training,personal development,Personal Transformation,4.7,463,2028,8/2017,,131,7h 53m,CAD$16.99,,88%,4.7,463,2028
Make a Living as a Smart Home Automation & IoT Installer,business,Home Business,4.1,663,2966,12/2019,,69,5h 34m,CAD$17.99,,88%,4.2,1884,69435
CompTIA Project+ Exam Prep,business,Operations,4.4,1263,5921,4/2020,,51,6h 15m,CAD$16.99,,88%,4.5,26337,93654
Growl Class - A Workshop Demo for Reactive Dogs,office productivity,Microsoft,4.6,2673,23175,6/2016,,29,2h 19m,CAD$19.99,EUR22.78,91%,4.6,214436,707746
Accelerated JavaScript Training,development,Web Development,4.7,4361,24514,8/2020,,70,11h 32m,CAD$16.99,,88%,4.6,509993,1193050
Happiness Life Coach Certification (Accredited),teaching academics,Test Prep,,,737,11/2018,,48,4h 6m,CAD$16.99,EUR34.17,89%,4.5,999,2521
Build a Linux Based Raspberry Pi Drone,business,Industry,4.6,1707,6866,6/2015,,83,7h 59m,CAD$16.99,,82%,4.6,1707,7341
Certificate in Qlik Sense Analytics Development,business,Entrepreneurship,4.5,293,2035,10/2020,,58,3h 46m,CAD$16.99,,88%,4.4,4178,82386
Splunk Core User Practice Test,business,Communications,4.6,1438,12462,7/2020,,30,2h 20m,CAD$17.99,,56%,4.4,2985,24591
Blockchain Development on Hyperledger Fabric using Composer,it software,Other,4.1,260,1825,2/2020,,302,32h 42m,CAD$21.99,,43%,4.4,1096,6280
"Deep Learning Computer Visionâ„¢ CNN, OpenCV, YOLO, SSD & GANs",development,Web Development,4.3,242,1177,5/2020,,185,17h 39m,CAD$19.99,,92%,4.4,11150,146375
JNCIA-Junos JN0-103,it software,Other,4,754,10950,12/2019,,39,6h 27m,,EUR11.38,58%,4.2,11745,48207
Marketing Analytics: Stand Out by Becoming an Analytics Pro!,teaching academics,Language,4.5,1283,6010,7/2020,,65,5h 25m,CAD$24.99,EUR16.74,85%,4.5,1334,6563
Certification1 WEC Women Empowerment Life Coach Training,office productivity,SAP,4.2,316,1142,3/2019,,5,1h 22m,CAD$16.99,EUR10.72,90%,4,610,4523
Build Web Apps with Vue JS 2 & Firebase,development,Programming Languages,4.6,3514,19963,4/2018,,78,6h 48m,CAD$16.99,,32%,4.6,273722,1176640
Salesforce Platform App Builder Certification Practice Tests,it software,Network & Security,4.1,719,3723,10/2017,,52,3h 31m,CAD$16.99,,83%,4.6,7165,86417
ISTQB Foundation Level 2018 syllabus Exams,development,Game Development,4.7,774,3361,7/2020,,255,51h 50m,CAD$16.99,,88%,4.7,774,3948
How to Learn and Memorize the Vocabulary of Any Language,health fitness,Sports,4.1,337,1164,12/2016,,93,8h 36m,CAD$17.99,,86%,4.1,337,1164
Salesforce Lightning 2020 Certified Administrator Part 4,business,Entrepreneurship,4.5,616,26607,8/2016,,58,5h 7m,CAD$17.99,,88%,4.5,616,26607
Bond Valuation Mastery - Learn To Value Bonds From Scratch.,design,Graphic Design,4.4,417,1755,3/2020,,18,5h 11m,CAD$16.99,,83%,4.2,2002,11977
Day Trading Ninja: 12 Hours DIY Day Trading Strategy,business,Finance,4.6,604,5291,3/2019,,280,29h 43m,CAD$19.99,,69%,4.6,8745,29895
"Music Theory Comprehensive Complete! (Levels 1, 2, & 3)",lifestyle,Arts & Crafts,4.6,2256,10274,12/2017,,54,5h 35m,CAD$119.99,EUR80.39,81%,4.6,2280,10367
OKR Goal Setting 101 - Achieve more goals than ever! Faster!,business,Project Management,4.7,2939,12909,10/2020,,48,5h 22m,CAD$17.99,,89%,4.5,119842,393060
Microsoft SQL Server 2016 Certification (70-765),it software,IT Certification,4.4,1369,5880,2/2018,,121,18h 57m,CAD$21.99,,88%,4.4,2331,23669
Learn DevOps: Advanced Kubernetes Usage,development,Programming Languages,4.7,20448,75925,7/2020,,141,11h 7m,,EUR12.05,62%,4.7,282312,865160
Angular - The Complete Guide (2020 Edition),development,Web Development,4.4,2844,14136,10/2019,,57,8h 42m,CAD$21.99,,87%,4.4,11435,31530
Intro to Istio-Service Mesh for Cloud-Native Kubernetes Apps,it software,Operating Systems,4.6,907,5303,12/2019,,50,5h 55m,CAD$34.99,,89%,4.5,12682,48455
Beginning C++ Programming - From Beginner to Beyond,development,Mobile Apps,3,139,892,4/2020,,315,57h 2m,CAD$16.99,,78%,3.8,277,1478
Cisco ICND1 100-105 - CCENT Certification Bootcamp,it software,IT Certification,4.4,533,2187,5/2020,,125,17h 35m,CAD$19.99,,58%,4.3,5886,26717
InstaFamous - Instagram Marketing 2020 Followers To Profit,lifestyle,Other,4.4,415,2404,9/2020,,211,17h 24m,CAD$21.99,EUR14.73,32%,4.4,4638,22317
RF Design Architecture of Receiver Transmitter & Transceiver,marketing,Analytics & Automation,4.5,1727,7714,1/2020,,26,2h 52m,CAD$19.99,,86%,4.5,2594,10670
AWS Certified Solutions Architect - Professional 2020,it software,Hardware,4.6,2257,8427,9/2020,,66,8h 21m,CAD$19.99,,32%,4.5,2882,10325
A Beginner's Guide To Machine Learning with Unity,development,Data Science,4.5,1768,13279,3/2020,,60,7h 22m,,EUR14.73,86%,4.6,652986,1978937
Microsoft SQL Server 2016 Certification (70-762),it software,IT Certification,4.4,315,1560,10/2020,,54,9h 55m,CAD$16.99,,92%,3.8,1468,11065
"SQL Server Analysis Services - SSAS, Data Mining & Analytics",development,Mobile Apps,4.4,3629,30572,5/2020,,165,24h 54m,,EUR11.38,81%,4.3,5440,72529
Building An E-Commerce Store Using Java Spring Framework,development,Development Tools,4.3,5225,20144,4/2020,,289,35h 12m,CAD$24.99,EUR26.13,92%,4.2,11745,48207
Photorealistic Digital Painting From Beginner To Advanced.,marketing,Digital Marketing,4.5,118360,500447,12/2019,,82,7h 29m,CAD$21.99,,90%,4.5,398276,1800188
60 AutoCAD 2D & 3D Drawings and Practical Projects,marketing,Branding,4.7,740,5830,7/2015,,42,1h 13m,CAD$16.99,,85%,4.6,4326,13127
ITIL 4 Foundation Practice Certification Exams (6 Exams),business,Home Business,4.2,748,3094,10/2020,,66,1h 50m,CAD$21.99,,88%,4.3,1007,3628
How To Make Soap - Homemade Soap Making for Beginners,personal development,Stress Management,4.4,5276,22620,5/2017,,28,3h 39m,CAD$179.99,EUR15.41,92%,4.4,80108,271227
The Complete Excel Financial Modeling & Valuation Course,design,Architectural Design,4.3,742,2769,2/2019,,26,4h 7m,CAD$17.99,,85%,4.2,2002,11979
DevOps MasterClass : GIT Docker Jenkins Kubernetes,development,Programming Languages,4.4,15344,63416,1/2020,,220,21h 53m,,EUR14.06,81%,4.5,288507,988948
Online Japanese N3 Course(All 10 lessons),photography,Portraits,4.5,595,4631,9/2020,,22,20h 24m,CAD$44.99,,88%,4.3,1854,13891
Proofreading Power Basics,business,Management,4.3,1853,13102,10/2020,,81,5h 36m,CAD$20.99,,92%,4.4,7342,33097
"Laravel 2019, the complete guide with real world projects",development,Mobile Apps,4.7,12880,54424,1/2017,,83,20h 4m,,EUR11.38,80%,4.6,509994,1193050
Python for Time Series Data Analysis,development,Web Development,4.4,359,2144,11/2019,,27,3h 38m,CAD$16.99,,49%,4.4,7731,32830
Learn PCB Design+Guidance to get a Job & Earn as Freelancer,it software,IT Certification,4.3,374,3909,4/2019,,96,9h 56m,CAD$39.99,,62%,4.2,7513,66526
,,,,,,,,,,,,,,,
Agile Transformation and Scaled Agile,development,Databases,4.5,1110,6669,6/2019,,304,13h 43m,CAD$16.99,,91%,4.6,7303,26724
LinkedIn Marketing Lead Generation for B2B Sales and Coaches,office productivity,Microsoft,3.2,199,1250,4/2020,,80,3h 14m,CAD$21.99,,43%,4.4,16214,105225
"Algorithmic Trading: Backtest, Optimize & Automate in Python",design,Architectural Design,4.6,13541,49342,5/2020,,27,2h 40m,CAD$21.99,,51%,4.5,21728,147672
Excel Crash Course: Master Excel for Financial Analysis,business,Sales,4.5,3902,17732,7/2020,,136,8h 13m,CAD$21.99,,85%,4.4,22226,80709
Learn HTML5 Programming From Scratch,development,Web Development,4.4,14164,317793,11/2019,,72,17h 13m,,EUR11.38,32%,3.9,86364,1205315
Become a Master Conductor - Leading Musicians Made Simple,music,Production,4.6,853,2872,7/2020,,211,12h 35m,CAD$19.99,EUR12.73,32%,4.5,2670,7611
Mule 4 Indepth,development,Development Tools,4,196,1596,10/2020,,40,5h 45m,CAD$16.99,,88%,4,52857,324693
Bootstrap 4 From Scratch With 5 Projects,development,Data Science,4.6,2344,17012,11/2019,,141,13h 30m,,EUR11.38,92%,4.7,9254,121295
The complete Conversion Rate Optimization course,personal development,Parenting & Relationships,4.6,1307,13845,7/2020,,48,1h 57m,CAD$16.99,EUR11.38,92%,4.5,2609,28126
Become a SuperLearnerÂ® 2: Learn Speed Reading & Boost Memory,office productivity,SAP,3.8,772,3803,10/2020,,123,8h 50m,CAD$17.99,EUR20.77,84%,3.9,1536,6666
"Spanish 1-4: Beginner, Elementary, Intermediate and Advanced",office productivity,Oracle,4.3,3179,15262,6/2020,,15,3h 7m,CAD$17.99,EUR12.05,90%,4.4,14384,63776
AWS CloudFormation Master Class,development,Databases,4.5,1561,9501,7/2020,,77,10h 26m,,EUR11.38,86%,4.4,1723,16026
"Ultimate Ableton Live 9 COMPLETE: Parts 1, 2, & 3",music,Instruments,4.9,228,1371,9/2020,,186,4h 44m,CAD$16.99,,88%,4.7,1601,4316
Mixing & Mastering Electronic Dance Music (EDM),office productivity,Microsoft,4.7,3548,34100,9/2020,,40,2h 58m,CAD$16.99,,88%,4.6,214436,707746
"ROS for Beginners: Basics, Motion, and OpenCV",it software,IT Certification,4.4,4280,23664,9/2020,,36,3h 49m,,EUR11.38,86%,4.6,63201,251388
Social Media Marketing Agency : Digital Marketing + Business,lifestyle,Food & Beverage,4.3,1069,7120,9/2019,,124,9h 14m,CAD$21.99,EUR14.73,88%,4.3,1137,7480
240 Questions - ITIL 4 Foundation Practice Exams (Official),business,Other,4.3,4971,26396,5/2015,,52,5h 23m,CAD$199.99,,80%,4.5,339445,1162093
Amazon FBA as a Private Label Business Launching Platform,business,Data & Analytics,4.4,4365,19141,6/2020,,23,2h 14m,CAD$19.99,,85%,4.5,4934,21097
Running a Web Development Business: The Complete Guide,development,Web Development,4.2,1819,11471,6/2020,,49,4h 3m,CAD$20.99,,86%,4.2,1988,11983
SAP MM (Materials Management) - Configuration and End User,it software,Other,4.3,663,5559,2/2020,,67,10h 44m,CAD$23.99,,32%,4.4,1529,10469
DESIGN RULES: Principles + Practices for Great UI Design,marketing,Digital Marketing,4.4,824,2732,8/2020,,40,5h 24m,CAD$16.99,,90%,4.4,3926,38603
Introduction to web programming for GIS applications,development,Programming Languages,4.7,3618,65646,4/2019,,81,5h 42m,,EUR11.38,90%,4.6,21662,283082
Building Your English Brain,personal development,Personal Transformation,4.5,534,4135,4/2018,,60,4h 58m,CAD$19.99,,91%,4.4,80108,271227
Oracle Fusion Technical-Business Intelligence & OTBI Reports,development,Programming Languages,4.7,1747,10320,5/2020,,83,10h 47m,CAD$21.99,,89%,4.6,6447,53048
How to Analyze Multifamily Investment Opportunities,business,Data & Analytics,4.6,2775,12741,9/2020,,30,1h 57m,CAD$16.99,,91%,4.5,61441,190125
Personal Finance Masterclass - Easy Guide to Better Finances,lifestyle,Arts & Crafts,4.7,826,8464,9/2019,,63,3h 55m,CAD$21.99,,90%,4.7,17768,63356
UX Design & User Experience Design Course - Theory Only,marketing,Video & Mobile Marketing,4.4,1271,13938,1/2020,,45,28h 30m,CAD$21.99,,87%,4.4,22391,256234
Process Flowcharts & Process Mapping - The Advanced Guide,design,3D & Animation,4.6,4470,14883,6/2020,,25,1h 52m,CAD$16.99,,92%,4.6,5499,15710
Qt Quick and QML For Beginners : The Fundamentals,development,Web Development,4.4,369,2352,4/2020,,186,18h 54m,CAD$20.99,,89%,4.4,369,2352
Build an Online Store with React and GraphQL in 90 Minutes,development,Programming Languages,4.5,758,2940,9/2020,,77,9h 30m,CAD$21.99,,92%,4.5,2468,8071
SAP ABAP Training - in Plain English,development,Data Science,4.5,33733,280502,10/2019,,104,12h 56m,,EUR11.38,77%,4.5,462859,1573740
"PMP Certification Exam Prep PMBOK 6th Edition, 600 Questions",design,Game Design,4.6,2907,19572,8/2020,,23,4h 35m,CAD$38.99,,89%,4.6,3245,21083
Modern C++ Concurrency in Depth,it software,Other,4.5,716,3535,7/2020,,50,5h 54m,CAD$16.99,,87%,4.5,716,3535
OpenStack Essentials,it software,Other,4.5,363,1424,10/2020,,133,10h 37m,CAD$16.99,EUR11.38,51%,4.6,2020,4388
Scrum Master + Agile Certification Prep,it software,Other,4.4,598,2238,10/2020,,369,55h 4m,,EUR12.05,80%,4.5,826,4619
,,,,,,,,,,,,,,,
Microsoft AZ-303 / 300: Azure Architect Technologies,business,Communications,4.4,398,4169,10/2013,,48,7h 8m,CAD$16.99,,89%,4.4,398,4169
